#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
1680262425594767000,0.00182453,-0.00140218,-0.0110693,3.00149,1.07221,-9.73946
1680262425609588600,0.00116372,-0.00226872,-0.0127081,4.5368,1.09888,-9.91295
1680262425624350000,0.00219808,-0.00357965,0.0178638,3.45927,1.07405,-9.67328
1680262425639205500,0.0020531,-0.00093279,-0.0472827,4.05696,1.02001,-9.62233
1680262425654289600,0.00269689,-0.00334817,0.0172483,2.03436,0.987428,-9.74386
1680262425669334900,0.0026334,-0.00203856,-0.0459858,1.72643,1.12854,-9.73516
1680262425684464600,0.00302118,-0.00319039,0.0262264,1.10414,1.00689,-9.75937
1680262425699927300,0.0037412,-0.00344498,-0.00588569,2.91422,1.20541,-9.6929
1680262425714274000,0.00155702,-0.00194616,-0.000922446,2.42269,1.07233,-9.757
1680262425728130600,0.0026851,-0.00432058,-0.000476648,2.23082,1.05089,-9.71624
1680262425743057000,0.000425097,-0.00448381,-0.00210443,1.75855,1.09469,-9.96475
1680262425757962200,0.000544885,-0.00339408,0.000719633,1.34565,1.09627,-9.74884
1680262425773000900,0.000512632,-0.00427317,0.000615939,1.151,1.0404,-9.61589
1680262425788249200,-0.000174174,-0.00465195,-0.00199971,0.882674,1.04236,-9.75952
1680262425803114000,0.000425445,-0.00573351,0.000860881,0.67572,1.03071,-9.76401
1680262425818353200,-0.000167113,-0.00589505,0.00086031,0.43584,1.13161,-9.76791
1680262425833285000,-0.000484466,-0.00520657,0.00022041,0.258304,1.0443,-9.71498
1680262425847476200,0.000544245,-0.0052024,0.00215906,0.0893353,1.11978,-9.78308
1680262425861144400,-0.000272984,-0.00591674,0.000618558,-0.0681295,1.04064,-9.7598
1680262425876044200,-0.000145177,-0.00588642,7.92751e-05,-0.219059,1.09067,-9.85242
1680262425891254500,0.000107726,-0.0050136,4.60835e-05,-0.252145,1.10009,-9.76399
1680262425906249200,-0.000808208,-0.00424921,0.000445336,-0.377181,1.03447,-9.55231
1680262425921159800,0.000944224,-0.00370145,0.000842513,-0.463232,1.08767,-9.75219
1680262425936241500,0.00211591,-0.00374724,-5.52078e-05,-0.52938,1.0769,-9.72062
1680262425951444200,0.0024049,-0.00345257,-0.00135338,-0.610079,1.09115,-9.82379
1680262425966566100,0.000409168,-0.00364428,-0.000324215,-0.642969,1.03262,-9.69214
1680262425980810500,0.00252276,-0.00272302,0.000441794,-0.713862,1.09343,-9.74822
1680262425994786600,0.00267084,-0.0013983,0.000317971,-0.796495,1.0622,-9.83468
1680262426009628300,0.00415043,-0.00227127,0.00131885,-0.776811,1.11273,-9.85729
1680262426024757500,0.00278565,-0.0037896,-5.03681e-05,-0.714666,1.08559,-9.74504
1680262426039676100,0.00285839,-0.00424762,-5.3228e-05,-0.828514,1.02722,-9.57471
1680262426054856700,0.0033569,-0.00328931,-8.33565e-06,-0.842994,1.09887,-9.73697
1680262426070049100,0.003114,-0.0024335,0.00047613,-0.851973,1.07223,-9.72417
1680262426085095200,0.00384145,-0.00310169,0.000875794,-0.851658,1.05852,-9.72023
1680262426099814900,0.00179658,-0.00174914,0.000961893,-2.60303,1.07273,-9.80721
1680262426115771600,0.00439263,-0.00247271,0.00124194,-1.90042,0.974402,-9.72034
1680262426130443500,0.00157608,-0.00146365,0.000349688,-3.20424,0.968667,-9.84518
1680262426144516200,0.00199921,-0.00219811,0.000516854,-2.04116,0.894681,-9.58584
1680262426159034400,0.00105783,-0.00187775,0.000176527,-2.00945,1.14386,-9.96097
1680262426174055800,0.0021447,-0.00257229,-0.000192915,-1.55942,1.04938,-9.7944
1680262426188754200,0.00290434,-0.00117511,-0.0028554,-1.88863,1.13161,-9.71889
1680262426203761200,0.00175931,-0.00202384,-0.00231133,-1.8777,0.95031,-9.62578
1680262426218430900,0.00173545,-0.00156226,-0.00609157,-0.790569,1.15951,-9.79265
1680262426233540000,0.00126644,-0.00156372,-0.00271604,-1.20424,1.0452,-9.74914
1680262426247560400,0.00174429,-0.00209647,-0.026097,-0.0250448,1.11452,-9.77403
1680262426261430200,0.00270476,0.00035592,0.0146887,1.1739,1.09635,-9.72767
1680262426276278700,0.00225939,-0.00247153,0.0109933,0.6501,1.10352,-9.87316
1680262426291404800,0.00270374,-0.00079132,-0.00547679,2.56675,1.11329,-9.72594
1680262426306052500,0.00222701,-0.000306268,-0.0272731,2.55977,0.975697,-9.6182
1680262426321134200,0.00173666,-0.00233052,-0.0279466,1.4597,1.01603,-9.71623
1680262426336323900,0.0029911,-0.00184373,-0.00240329,4.57338,1.14298,-9.80171
1680262426351392700,0.0020307,-0.00121098,-0.0330136,3.37283,0.980945,-9.69734
1680262426366447900,0.000820052,-0.00182827,0.0158691,5.54529,1.06544,-9.78172
1680262426380610300,0.00354386,-0.00131471,-0.0182288,5.00435,1.03988,-9.73505
1680262426396730300,0.0040256,-0.00407623,-0.000833045,6.36986,1.07295,-9.78435
1680262426410722500,0.00379219,-0.00286912,0.00958276,5.86545,1.06851,-9.83462
1680262426425782500,0.003785,-0.0031836,-0.00619801,5.42079,1.04658,-9.76463
1680262426440783000,0.00401331,-0.00314844,0.0217261,4.87297,1.00563,-9.50541
1680262426455478600,0.00368531,-0.00219105,-0.0167358,4.94623,1.05138,-9.89494
1680262426470355000,0.00960688,-0.00109514,0.0101615,4.49725,1.05114,-9.8358
1680262426485221400,0.0106643,0.000852464,-0.0142552,4.53727,1.08306,-9.77319
1680262426500169900,0.0121762,0.00166452,0.0103396,4.10334,1.11143,-9.79966
1680262426515438300,0.0140115,0.00340648,-0.0131438,3.78998,1.06588,-9.76244
1680262426529406900,0.013538,0.00237588,0.011644,3.19439,1.08267,-9.81031
1680262426543609000,0.0123652,0.00727587,-0.0154034,2.83399,1.0272,-9.7023
1680262426558362700,0.0049642,0.00875584,0.000777959,1.45303,1.07317,-9.91621
1680262426573178800,0.00469341,0.0111644,0.00123529,1.03401,1.01816,-9.7092
1680262426588200500,0.0027303,0.0129642,-0.00095097,0.739487,0.963384,-9.7047
1680262426603088300,0.00122589,0.0156713,-0.000614588,0.446474,1.01562,-9.76578
1680262426618115500,0.00189316,0.0148553,0.000265546,0.184046,1.00207,-9.77796
1680262426633298400,-0.000515345,0.0149764,7.51275e-05,-0.0588349,1.03585,-9.76637
1680262426647223500,-0.00124956,0.0155657,-0.000703019,-0.275661,1.02676,-9.75583
1680262426660884400,-0.0016997,0.0160774,-0.000566578,-0.932941,1.02557,-9.76958
1680262426675732800,0.000680494,0.0162201,0.000988351,-0.912636,1.07486,-9.878
1680262426690559200,-0.000895731,0.0149388,0.000239808,-0.86781,1.06591,-9.72197
1680262426705687200,-0.000914902,0.0138013,0.000746512,-0.691022,1.03238,-9.64027
1680262426720863700,-0.00265798,0.0136442,-0.000635406,-1.05441,0.985074,-9.7151
1680262426735541000,-0.00124873,0.0140365,0.00169112,-0.40664,0.991987,-9.76843
1680262426750696000,-0.000574505,0.0150226,0.00126223,-1.22334,1.05098,-9.71563
1680262426765732000,-0.000563261,0.014047,0.000711305,0.138431,1.03177,-9.79138
1680262426779665500,-0.000304153,0.0139077,-0.000155293,-0.428292,1.06933,-9.70845
1680262426793869400,0.000207461,0.0141844,0.00076088,0.736626,1.03621,-9.76714
1680262426808800300,-0.00222464,0.0138522,-2.85947e-05,0.568056,1.09225,-9.93819
1680262426824031000,0.000789161,0.0131459,0.000577796,1.90598,1.08861,-9.68025
1680262426839350100,-0.000560083,0.0137013,0.000225948,1.38502,1.04987,-9.63595
1680262426854468300,-0.000934375,0.0143204,0.000143014,2.4564,1.06985,-9.67927
1680262426869571200,-0.000613956,0.0151343,0.00135943,2.0187,1.03461,-9.77039
1680262426884780000,-0.00117505,0.0154894,0.000593284,3.41566,1.03614,-9.77091
1680262426900115800,-0.00145632,0.0153288,-0.00100262,2.98484,1.07319,-9.80937
1680262426916152800,8.04537e-05,0.0157549,-0.000624303,4.25389,1.06647,-9.69361
1680262426929799500,-0.000288301,0.0152695,-0.00101638,3.685,1.04268,-9.78324
1680262426943804000,-0.000504081,0.0174718,-0.00185253,4.43273,1.0291,-9.67447
1680262426958439400,-0.00112815,0.0167808,-0.00200488,4.05394,1.02955,-9.9466
1680262426973437600,-0.000246354,0.0166537,-0.00293007,3.79455,1.01641,-9.7614
1680262426988445100,-0.000111013,0.0173198,-0.00075145,3.99809,1.02183,-9.59309
1680262427003147600,0.000297376,0.0171957,-0.00309051,3.95568,1.04405,-9.75177
1680262427018371000,-0.000640785,0.0195583,-0.00155741,4.07716,1.0099,-9.73139
1680262427033375800,-0.00167742,0.0186807,-0.00255726,3.89454,1.04005,-9.79809
1680262427047652600,-0.000158811,0.0192961,-0.00309413,3.95212,1.04252,-9.6559
1680262427061217900,0.00125477,0.0215746,-0.00264527,4.21058,0.988634,-9.73388
1680262427076288800,0.00554162,0.0152544,-0.00219803,3.95631,1.14393,-9.98719
1680262427091301900,0.00849945,0.0152793,-0.00169138,3.70335,1.05863,-9.78065
1680262427106340600,0.00899017,0.0132309,-0.00336156,3.8663,1.03217,-9.62627
1680262427121530800,0.00621817,0.00912074,-0.00351972,3.92914,1.03991,-9.80467
1680262427136735600,0.00389196,0.00661051,-0.00464696,3.83938,1.00401,-9.83665
1680262427152104600,0.001885,0.00496283,-0.0019792,3.83246,0.901164,-9.79761
1680262427167263900,-0.00027076,0.00286343,-0.00216873,3.88461,0.944092,-9.77368
1680262427182369100,-0.00146451,-0.00115013,-0.0028406,3.82596,0.975926,-9.77763
1680262427196651000,-0.00344578,-0.00085838,-0.00263161,3.90085,0.969796,-9.76826
1680262427210656900,-0.00608916,-0.00262402,-0.00337118,3.99087,0.966602,-9.78352
1680262427225390400,-0.00265556,-0.00272735,-0.003081,3.87998,1.0539,-9.85274
1680262427240431400,-0.00423451,-0.0020552,-0.00344174,3.60482,1.02819,-9.75117
1680262427255512300,-0.00454566,-0.00420953,-0.00323951,3.61246,1.00416,-9.62295
1680262427270785500,-0.00442504,-0.00249167,-0.0032008,3.39565,1.01041,-9.77071
1680262427285857600,-0.00383382,-0.00538483,-0.00233978,3.03475,0.998681,-9.7125
1680262427300925700,-0.00548245,-0.0040323,-0.0024682,2.6998,0.994808,-9.7412
1680262427316514200,-0.00679591,-0.0049673,-0.00143641,2.16725,1.04436,-9.78334
1680262427331031900,0.00492654,-0.00926301,-0.00173931,1.34469,1.12428,-9.59909
1680262427344702000,0.00712846,-0.0122755,-0.000565293,0.80789,1.13893,-9.6705
1680262427359826100,0.0198707,-0.00857952,-0.00219937,0.239578,1.17372,-9.97424
1680262427374848600,0.0228102,-0.00602426,-0.00084275,-0.166511,1.2041,-9.83694
1680262427394386900,0.019605,-0.00215451,-2.97748e-05,-0.599207,1.1236,-9.74074
1680262427407131200,0.0173984,0.00170273,-0.000801926,-0.940705,1.03904,-9.90969
1680262427422336500,0.0142176,0.00300508,0.000337234,-1.0479,1.02709,-9.7801
1680262427437492900,0.0189675,0.00814324,-0.00102504,-1.85159,0.974665,-9.52921
1680262427452641400,0.0133302,0.00751975,-0.00088518,-1.82375,1.04879,-10.1748
1680262427467466300,0.0139062,0.00897204,-0.000387012,-1.96776,1.0087,-9.80875
1680262427482798700,0.0126616,0.0100451,0.000116561,-2.20616,0.979572,-9.69065
1680262427498791000,0.0124908,0.0110612,-0.000952474,-2.2069,1.01343,-9.80752
1680262427512747900,0.00805355,0.00705494,-0.000417207,-2.21169,0.99615,-9.58133
1680262427527814900,0.0033444,0.00718744,-0.000191644,-2.8286,0.941963,-9.52259
1680262427543112900,0.00174006,0.00483363,0.0014272,-2.37569,1.00185,-9.96196
1680262427558144700,0.000715812,0.00545751,0.00178501,-2.47859,1.01965,-9.5488
1680262427573396600,-0.000863198,0.00368956,0.0014728,-2.76786,1.02879,-9.5943
1680262427588435500,-0.0023532,0.00162407,0.00139986,-2.67913,0.992796,-9.81289
1680262427603652600,-0.00326591,0.00311013,0.00250241,-3.70469,1.00084,-9.71852
1680262427618917000,-0.00329577,0.00146516,0.001466,-3.65244,1.02295,-9.70817
1680262427634080200,-0.00367133,0.000948438,0.000917498,-3.40043,1.00794,-9.77341
1680262427649347000,-0.00375054,0.00023648,0.000912213,-3.12745,1.03493,-9.71577
1680262427663504300,-0.00363312,0.00142824,0.0020155,-2.79487,1.05671,-9.74911
1680262427677601400,-0.00221511,0.00325273,0.000642402,-2.50308,1.05965,-9.67043
1680262427692597200,0.0016614,0.0044518,0.000777641,-1.94728,1.16403,-9.83562
1680262427707940100,0.0028939,0.00455432,-0.000676702,-1.3305,1.09293,-9.70789
1680262427723305300,0.00897283,0.00432409,-0.00121043,-0.86204,1.11109,-9.72651
1680262427738670500,0.01336,0.00223519,0.000362999,-0.301595,1.11204,-9.72233
1680262427753931200,0.0154893,0.00135047,-0.000323721,0.354647,1.11939,-9.77627
1680262427769376300,0.0134109,-0.000771005,0.000199036,0.958849,1.04347,-9.80047
1680262427784670400,0.0120999,-0.00378594,-0.000723027,1.42178,1.01,-9.87769
1680262427800184600,0.0106771,-0.00708513,-0.0011892,1.79547,0.95889,-9.82094
1680262427815886700,0.0106377,-0.00753762,-0.00146203,2.16967,0.972403,-9.80789
1680262427830092500,0.00874996,-0.00830816,-0.0013801,2.39674,1.00817,-9.80967
1680262427844522700,0.00957319,-0.0117336,-0.000845448,2.76975,0.994212,-9.76657
1680262427859723400,0.00906944,-0.0108349,-0.00196713,2.74503,1.02469,-9.88108
1680262427875103700,0.00904044,-0.0106297,-0.00188881,2.73118,0.972637,-9.76368
1680262427890548100,0.0108266,-0.0107659,-0.00169754,3.02013,0.943886,-9.63552
1680262427905826000,0.0106109,-0.0112509,-0.000897721,3.07037,0.970074,-9.75961
1680262427921287700,0.0112503,-0.0115424,-0.00411646,3.23892,0.979446,-9.71889
1680262427936861900,0.00572268,-0.00789428,-0.00222993,3.18561,0.944314,-9.69996
1680262427952363700,0.00538156,-0.00404156,-0.00232742,3.33905,0.942285,-9.65829
1680262427967869300,0.00304999,-0.0043423,-0.00230322,3.33796,0.957614,-9.74012
1680262427983410000,0.00212202,-0.00182859,-0.00279237,3.38334,0.926454,-9.67342
1680262427998815600,0.000995661,-0.00138048,-0.00303047,3.42582,0.930077,-9.7544
1680262428013351800,-0.00113745,-0.000565282,-0.00322581,3.26288,0.900468,-9.71434
1680262428028038200,0.00080774,0.000147666,-0.00206555,3.30554,0.949418,-9.71141
1680262428043152400,0.00783262,0.00372726,-0.00256208,2.5606,1.02455,-10.0785
1680262428058518700,0.010826,0.0059095,-0.00245443,2.26543,1.05682,-9.68334
1680262428074677800,0.0146868,0.00814635,-0.00210534,1.73403,1.06557,-9.80214
1680262428089347600,0.00423374,0.0173398,-0.00163201,0.915062,1.01097,-9.93052
1680262428104704400,0.00363908,0.0200735,-0.000566404,0.414579,0.95705,-9.84102
1680262428120030100,0.0032537,0.0247649,0.000129054,-0.0785571,0.96371,-9.81927
1680262428135295000,0.00164717,0.0245559,-1.72127e-05,-0.474924,0.954963,-9.84901
1680262428150822700,-0.000246898,0.0247723,-0.000566904,-0.771937,0.970115,-9.78419
1680262428165993700,-0.000573478,0.0269839,-0.000388174,-1.11272,0.983104,-9.78073
1680262428180435800,0.00014825,0.0270628,-0.000764521,-1.37614,0.9863,-9.77762
1680262428194438400,-0.000233113,0.0284626,0.000644389,-1.75586,0.993159,-9.75367
1680262428209681800,-0.000103055,0.0256267,-6.4787e-06,-1.7539,1.06,-9.85822
1680262428224864700,-0.000998207,0.0252407,-0.00107353,-1.79797,1.01992,-9.71431
1680262428240102300,-0.0016859,0.025046,-0.000193574,-2.02936,0.987186,-9.67195
1680262428255406000,-0.00016665,0.0267513,-0.00121368,-2.1699,1.00558,-9.77088
1680262428270745800,0.000381099,0.0262861,-0.000203641,-2.26183,1.00215,-9.77868
1680262428286333100,-0.00211628,0.0262759,0.00049311,-2.29609,0.98707,-9.70838
1680262428301475600,-0.00238888,0.0236448,-0.000581762,-2.36737,1.02706,-9.74583
1680262428317109900,-0.00107787,0.0248781,0.00106432,-2.48674,1.04477,-9.73912
1680262428332707400,0.000978797,0.0236455,0.00072373,-2.45122,1.04018,-9.79291
1680262428347230600,-0.000291147,0.0242295,0.000687411,-2.53297,1.036,-9.72116
1680262428361984900,-0.000514725,0.0255002,-0.00073725,-2.79762,1.00781,-9.70928
1680262428377063500,-0.000114346,0.0222364,-0.000995688,-2.4331,1.02242,-9.90844
1680262428396691900,0.000378695,0.0216907,-0.000601004,-2.50896,1.01177,-9.65727
1680262428411154700,0.00346571,0.0181942,-0.00159659,-2.52672,1.01961,-9.79892
1680262428426559600,0.00500999,0.0123081,-0.00118352,-2.06656,1.06351,-9.76902
1680262428442132000,0.00856639,0.0168738,-0.000968617,-3.18192,1.00678,-9.39227
1680262428457760800,0.00964597,0.0131392,-0.00144158,-2.45524,1.07663,-10.3556
1680262428473055000,0.00340069,0.00662504,-0.000578993,-2.52895,1.04696,-9.83151
1680262428488678400,0.00138425,0.00466555,-0.000875775,-2.52121,0.990146,-9.78858
1680262428504082200,0.000890655,0.0028219,-0.00180447,-2.38304,0.9796,-9.82662
1680262428519570400,0.00202357,0.00188274,-0.0019365,-2.39592,0.951016,-9.78609
1680262428535158500,0.00301133,-0.0010543,-0.000136944,-2.37286,1.0044,-9.74182
1680262428550841400,0.00526789,-0.00225749,2.5036e-05,-2.28209,1.02467,-9.71654
1680262428566567200,0.00788338,-0.0047214,0.000192621,-2.2238,1.0528,-9.72375
1680262428585580000,0.00631035,-0.00577657,-0.000907105,-2.19585,1.01785,-9.67188
1680262428600978800,0.00777935,-0.00433562,-0.00128779,-1.73313,1.02798,-9.69577
1680262428616546200,0.0094405,-0.00818585,-0.000283121,-2.72428,0.966824,-9.31216
1680262428632168500,0.00731922,-0.00761591,-0.00161389,-2.11527,1.10347,-10.3736
1680262428646495700,0.00981146,-0.00740653,-0.000580639,-2.06512,1.0346,-9.68763
1680262428660752900,0.00948731,-0.00790095,0.000305994,-2.17167,1.00497,-9.73196
1680262428676114500,0.00883789,-0.00718932,0.000798733,-1.97044,0.996907,-9.85347
1680262428691703600,0.00640942,-0.00666651,-0.000588829,-1.79129,1.01564,-9.70765
1680262428706972500,0.00939007,-0.00707855,-0.000169365,-1.88751,1.0039,-9.61388
1680262428722264300,0.00758403,-0.00746756,-0.000702095,-3.95842,0.923617,-9.73924
1680262428737801200,0.00643308,-0.00684429,-0.000831045,-3.09823,0.978431,-9.73627
1680262428753553700,0.0066892,-0.00552648,0.00277479,-3.22234,0.916593,-9.74978
1680262428769177600,0.00796122,-0.00512763,-0.00207008,-1.85776,0.903275,-9.71336
1680262428785169600,0.00660819,-0.00542866,0.00110475,-2.76879,0.937415,-9.70664
1680262428800298800,0.00418612,-0.00573448,-0.000830723,-1.42404,0.924994,-9.75559
1680262428815907100,0.00586754,-0.00623192,0.00331906,-1.93252,0.935935,-9.75399
1680262428830582500,0.00626475,-0.00329619,-0.000281307,-0.860548,1.00403,-9.9059
1680262428844628500,0.0118279,-0.00381327,0.000587053,-0.804992,1.0347,-9.70058
1680262428860012000,0.00969723,-0.00309464,0.000386322,0.0243696,0.994682,-9.90084
1680262428875615400,0.00870901,-0.00271965,0.000104875,0.479048,1.0135,-9.76586
1680262428891113600,0.00977445,-0.00131684,-0.00124554,0.440755,0.915594,-9.6197
1680262428906959400,0.016455,0.000621019,0.000659526,1.81351,1.04011,-9.78682
1680262428922658900,0.017886,0.00238082,-0.00115157,1.59433,1.02536,-9.84613
1680262428938302200,0.0194638,0.0019927,-0.00126749,1.71061,1.0073,-9.76665
1680262428953868500,0.0220012,0.00473452,0.00163126,2.06402,0.999353,-9.79507
1680262428969645700,0.0212344,0.00358895,0.00107203,3.68691,1.03354,-9.7888
1680262428985249300,0.0197837,0.00423569,0.00169172,3.03125,0.907332,-9.74156
1680262429001018400,0.0158736,0.00732195,-0.000879152,3.9589,0.930058,-9.84208
1680262429016595600,0.0124941,0.00795988,0.00185876,4.19876,0.876336,-9.84718
1680262429032192800,0.0119689,0.00988408,0.00386839,3.76378,0.912309,-9.74568
1680262429047047700,0.0087117,0.0120437,0.00131425,4.18157,0.839625,-9.79737
1680262429061701600,0.00973159,0.0141054,-5.50018e-05,3.10539,0.90159,-9.85755
1680262429076832000,0.00690238,0.0134446,0.00278959,3.78088,0.894284,-9.91705
1680262429092146900,0.00514348,0.0139219,0.00180042,2.32346,0.918429,-9.71299
1680262429107733200,0.00603344,0.0132384,0.00124732,1.88589,0.944057,-9.67442
1680262429122999400,0.00612793,0.0145142,0.00213028,1.26844,0.931164,-9.81453
1680262429138474100,0.00515461,0.0145425,0.000850412,0.931667,0.9337,-9.70163
1680262429154031500,0.00530576,0.014313,0.000898509,0.626697,0.927927,-9.7156
1680262429169554000,0.00475764,0.0154389,0.00175515,0.344209,0.913835,-9.74511
1680262429184997300,0.00593394,0.0143495,0.00289374,0.0923543,0.923373,-9.75967
1680262429200591800,0.00543609,0.0142887,0.00219772,-0.145489,0.919264,-9.79384
1680262429215865600,0.00674343,0.0145139,0.00129537,-0.300115,0.954294,-9.67717
1680262429230561100,0.00687665,0.0145223,0.00109158,-0.496164,0.949605,-9.7368
1680262429244797500,0.00757522,0.0148422,0.00194714,-0.638316,0.930416,-9.79775
1680262429260264200,0.00472582,0.0141756,0.00218805,-0.735491,0.946448,-9.83934
1680262429275601400,0.00877233,0.015476,0.00142459,-0.746443,0.975392,-9.66198
1680262429291249900,0.0115997,0.0176796,0.00138625,-0.905836,0.917533,-9.59282
1680262429306697400,0.00971581,0.018628,0.00130466,-0.969268,0.945338,-9.69521
1680262429322283100,0.01161,0.0169315,0.00153072,-1.06805,0.919731,-9.73887
1680262429337814500,0.0120565,0.0182824,0.000405378,-1.11923,0.900194,-9.75773
1680262429353456200,0.00966798,0.0175474,0.00097322,-1.15673,0.916555,-9.78682
1680262429369081500,0.0124349,0.0176366,0.000810999,-1.14767,0.931584,-9.70958
1680262429384852100,0.011702,0.0172996,2.72586e-07,-1.20728,0.871796,-9.78415
1680262429400829300,0.0106459,0.0173416,0.0021497,-1.20197,0.905957,-9.76664
1680262429416138900,0.010448,0.0172948,0.00153074,-1.19691,0.893571,-9.72028
1680262429430907800,0.0113451,0.0171099,0.00078655,-1.22713,0.89298,-9.78155
1680262429445475000,0.00966149,0.0155708,0.00158321,-1.34047,0.9347,-9.83391
1680262429460702800,0.0106764,0.0151543,0.00109374,-1.19724,0.930845,-9.87119
1680262429476196300,0.0100369,0.0133814,0.00154272,-1.14183,0.931982,-9.70623
1680262429491720300,0.00829366,0.0137431,-0.000239407,-1.1481,0.904634,-9.69859
1680262429507195200,0.00899331,0.013792,3.82244e-06,-1.19031,0.905168,-9.66725
1680262429522642600,0.00892146,0.014573,-4.59493e-05,-1.18147,0.879691,-9.77271
1680262429538273300,0.00819644,0.0128195,0.000503624,-1.15875,0.887321,-9.7231
1680262429553715200,0.0105757,0.013204,0.00166218,-1.12695,0.951438,-9.77833
1680262429569212400,0.0110122,0.0125882,3.43077e-05,-1.12895,0.948415,-9.7656
1680262429584643000,0.00903123,0.0121124,0.000810239,-1.08999,0.919883,-9.79664
1680262429600104000,0.00830872,0.0113209,0.00187333,-1.09351,0.875694,-9.82851
1680262429616430300,0.00738809,0.011749,0.00049846,-1.0617,0.903116,-9.78904
1680262429631954100,0.00593535,0.011563,0.00212835,-0.924896,0.869807,-9.78377
1680262429646398600,0.00740211,0.0127713,0.000505168,-1.08437,0.840007,-9.61738
1680262429661015800,0.00881977,0.011394,0.00171608,-1.11804,0.91346,-9.86754
1680262429676304300,0.00946965,0.00863111,0.0011528,-0.986088,0.929797,-9.98464
1680262429691760800,0.00967818,0.00737443,-0.000886713,-0.901133,0.935076,-9.75504
1680262429707111600,0.0112355,0.00648753,-0.00070759,-0.918205,0.887269,-9.72388
1680262429722578600,0.0110356,0.00621592,0.000585306,-0.851857,0.924388,-9.77139
1680262429738030600,0.0124721,0.00521137,0.000219768,-0.867205,0.898169,-9.73315
1680262429753722500,0.0112007,0.00567306,0.000538741,-0.870544,0.89189,-9.81596
1680262429769409900,0.0117215,0.00436655,0.000496016,-0.760419,0.87156,-9.77609
1680262429785412800,0.0100093,0.00300371,0.000552949,-0.748446,0.908226,-9.72509
1680262429801030900,0.00909598,0.0040563,0.00129683,-0.677806,0.846331,-9.76376
1680262429816794800,0.00934714,0.00490015,0.000754259,-0.704353,0.891511,-9.74909
1680262429832810100,0.00357522,0.00208647,0.00120279,-0.704755,0.788033,-9.77449
1680262429847161300,0.00482624,0.00248045,-0.000566243,-0.658692,0.847886,-9.80606
1680262429861713700,0.00234247,0.00388399,0.000571068,-0.754503,0.84578,-9.69125
1680262429877222100,0.00318547,0.00128083,-0.00018174,-0.567703,0.913414,-10.0129
1680262429892621400,0.0023938,0.00114568,-0.000571223,-0.500335,0.824742,-9.63633
1680262429908309000,0.00206498,0.00114094,0.00100223,-0.541537,0.862477,-9.62079
1680262429923968000,0.00336871,0.00255313,-0.000109814,-0.530698,0.857184,-9.79964
1680262429939620800,0.00149523,0.00160316,0.0017919,-0.487799,0.863377,-9.76694
1680262429955340300,0.00219359,0.00201357,-0.000592052,-0.527386,0.851746,-9.72451
1680262429971216900,0.00114105,0.00087798,0.000157277,-0.456998,0.893244,-9.80297
1680262429986866500,0.0020049,-0.000988017,0.00092419,-0.492057,0.878203,-9.68149
1680262430002668700,0.000713916,0.00145481,0.000949242,-0.373334,0.896493,-9.80927
1680262430018421200,0.00159179,0.000786855,0.000288928,-0.441973,0.836612,-9.71438
1680262430034297200,-0.000218092,0.000573863,-0.000199832,-0.342969,0.882345,-9.84565
1680262430049900100,0.0013936,0.00141509,0.000494422,-0.389016,0.862001,-9.67985
1680262430066062600,0.00161742,0.000609113,0.00147638,-1.07499,0.873182,-9.7727
1680262430080390600,0.00154893,0.000211519,-0.0245469,-1.31011,0.771319,-9.75061
1680262430094628700,0.0016233,0.000959462,0.065578,-2.37789,0.761896,-9.72207
1680262430109992600,0.000528388,0.000762795,-0.0548658,-1.99614,0.831982,-9.92824
1680262430125682200,0.00051385,-0.000548006,0.0225736,0.696653,0.868096,-9.70925
1680262430141099900,0.0012292,0.000471209,-0.013511,-1.03644,0.93603,-9.64025
1680262430156653000,0.000693613,0.00187279,-0.00614505,-1.51034,0.86326,-9.66948
1680262430172315800,-0.000980023,0.000689686,0.00412688,-0.950712,0.890993,-9.85213
1680262430187918900,0.000341145,0.000235845,0.0114087,0.0457587,0.882985,-9.71925
1680262430203438400,0.000793142,0.0012424,0.00221964,-0.62921,0.845668,-9.76205
1680262430219150400,0.00180833,0.000447482,-0.00480971,-0.657537,0.843599,-9.69055
1680262430234524200,0.000549408,-0.000532093,-0.000692594,-0.425806,0.850526,-9.81011
1680262430250284000,-0.000114066,-1.739e-05,-0.00689478,-0.523539,0.865236,-9.7155
1680262430266341500,0.000211098,0.000579841,0.000578398,-0.294372,0.850852,-9.76498
1680262430280699400,0.00211017,0.00112735,0.0255583,1.27982,0.918274,-9.74134
1680262430295081500,0.00074495,-0.000611503,-0.00483208,0.192312,0.834569,-9.72252
1680262430310317700,0.0012877,0.000697634,0.0209686,1.9453,1.04661,-10.0465
1680262430325621600,0.00109347,-7.4651e-05,0.00635583,4.27512,0.885157,-9.7038
1680262430341095300,0.00129254,2.44819e-05,-0.00327541,1.50866,0.85059,-9.64043
1680262430356653500,0.00193025,0.000102428,-0.00428859,7.60368,0.781341,-9.77801
1680262430372231200,0.00145273,-0.00011327,-0.00568671,5.26046,0.876264,-9.73038
1680262430387792000,0.000264096,0.00115815,0.0106867,3.39537,0.728868,-9.70635
